Sample ID,Pair ID,Participant ID,,"Filter = 1, Softener = 2",Latitude,Longitude,Year,Date,Time,Water System,"Source (1 = SW, GW
 = GW, Mix = Mix
)","Disinfectant (1 = Mono, 2 = Chlorine)",Monochloramine,Chlorine,Ammonia,Nitrate,Nitrite,Lead,Turbidity,pH,Temperature,Conductivity,ORP,TOC,TDS,THMs,HPC 1:1 (MPN/100ml),HPC 1:10 (MPN/100ml),HPC 1:100 (MPN/100ml),,,,,,,,
150,21,87,FF,1,,,2024,26-Jan,11:55 AM,Well Water,"GW
",2,0.02,0.02,<0.01,0.1,0.004,,0.01,6.98,13.9,1141,88.5,0.507,895.3,,>2419.6,>24196,72700,,,,,,,,
151,21,87,AF,1,,,2024,26-Jan,12:02 PM,Well Water,"GW
",2,0.02,0.05,<0.01,0.3,0.003,,0,7.12,14.5,1128,89.7,0.567,883,,-,-,-,,,,,,,,
152,21,87,Out,1,,,2024,26-Jan,12:13 PM,Well Water,"GW
",2,0.04,0.01,<0.01,0.1,0.002,,0.07,7.44,14.8,1129,92.6,1.817,883.9,,>2419.6,10462,14500,,,,,,,,
153,22,94,FF,0,,,2024,26-Jan,7:06 AM,Aqua WSC,"GW
",2,0.08,1.8,0.27,1,0.003,,0.18,7.64,14.1,1638,88.6,0.765,1620,,191.8,63,100,,,,,,,,
154,22,94,FF,1,,,2024,26-Jan,7:07 AM,Aqua WSC,"GW
",2,0.05,0.06,<0.01,0.1,0.002,,0.03,6.80,18,94.86,96.2,0.505,60.6,,>2419.6,7270,3790,,,,,,,,
155,22,94,Out,0,,,2024,26-Jan,7:14 AM,Aqua WSC,"GW
",2,0.07,1.86,<0.01,0.7,0.003,,0.2,7.95,13.5,1100,93.7,1.513,863.8,,14.6,<10,<100,,,,,,,,
156,23,97,FF,0,,,2024,26-Jan,9:13 AM,Aqua WSC,"GW
",2,0.08,1.8,<0.01,0.7,0.003,,0.13,7.22,13.3,504.7,87.9,0.633,384,,1413.6,235,520,,,,,,,,
157,23,97,AF,0,,,2024,26-Jan,9:20 AM,Aqua WSC,"GW
",2,0.01,1.75,<0.01,0.9,0.003,,0.12,7.63,16.5,504.5,84.7,0.676,381.3,,-,-,-,,,,,,,,
158,23,97,Out,0,,,2024,26-Jan,9:25 AM,Aqua WSC,"GW
",2,0.04,1.87,<0.01,0.2,0.003,,0.07,7.76,16.5,499.5,87,0.793,377.5,,>2419.6,5172,3320,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
